0,279,48
0,815,28
0,152,26
0,482,26
0,977,31
0,351,34
0,34,25
0,157,32
0,724,8
0,486,26
0,512,9
0,536,29
0,450,17
0,259,30
0,675,27
0,923,21
0,428,27
0,286,44
0,90,49
0,324,8
0,858,6
0,910,14
0,182,28
0,745,48
0,413,13
0,252,18
0,622,47
0,860,49
0,406,27
0,535,22
0,644,10
0,878,34
0,968,29
0,555,12
0,452,27
0,417,5
0,844,2
0,847,19
0,498,26
0,524,20
0,640,22
0,106,42
0,359,3
0,808,14
0,895,8
0,103,7
0,936,33
0,635,27
0,604,49
1,837,49
1,78,25
2,523,10
2,876,13
2,968,14
2,338,25
2,521,46
2,422,25
2,639,25
2,17,35
2,745,46
2,696,5
2,262,48
2,869,29
2,566,6
2,855,24
2,68,25
3,399,35
3,172,20
3,432,37
3,504,46
3,840,36
3,205,2
3,828,13
3,968,6
3,863,16
3,105,1
3,701,38
3,176,26
3,729,35
3,296,1
3,993,39
3,717,22
3,378,36
3,122,44
3,541,44
3,375,42
3,373,24
3,766,21
3,930,33
3,672,49
3,106,38
3,907,2
3,167,46
3,798,49
3,368,38
3,981,1
3,851,31
3,900,8
3,117,2
3,669,12
3,649,32
3,317,48
3,853,17
3,780,26
3,583,11
3,638,30
4,246,8
4,536,30
4,294,9
4,798,45
4,595,49
4,935,32
4,167,38
4,489,3
4,415,34
4,532,48
4,325,23
4,776,10
4,654,5
4,764,11
4,524,32
4,320,20
4,210,13
4,533,17
4,958,21
4,787,10
4,968,40
4,618,1
4,562,33
4,471,14
4,874,27
4,70,29
4,346,44
4,438,28
4,606,44
5,453,3
5,757,21
5,715,22
5,808,25
5,985,14
5,541,7
5,526,10
5,698,18
5,93,33
5,809,49
5,795,20
5,333,19
5,71,6
5,652,22
5,392,19
5,621,3
5,908,49
5,465,12
5,578,40
5,2,42
5,432,4
5,484,31
5,361,31
5,851,18
5,8,9
5,603,8
5,10,14
5,353,33
5,995,25
5,881,31
5,177,47
5,232,25
5,312,28
5,269,22
5,592,4
5,735,41
5,596,23
5,834,47
5,844,45
5,801,15
5,517,42
5,393,28
5,4,18
5,473,28
5,394,4
6,325,43
6,147,46
6,452,30
6,909,34
6,315,10
6,266,36
6,492,33
6,993,11
6,108,7
6,157,12
6,638,30
6,454,37
6,530,39
6,565,3
6,290,30
6,639,35
6,632,33
6,312,17
6,737,26
6,809,16
6,122,25
6,498,47
6,843,15
6,170,19
6,156,35
6,946,45
6,816,44
6,615,45
6,382,44
6,596,4
6,544,1
6,826,40
6,896,36
6,941,32
6,636,46
6,288,11
6,242,22
6,783,2
6,299,8
7,914,45
7,100,5
7,51,29
7,796,1
7,837,23
7,169,34
7,748,7
7,970,11
7,356,21
7,649,10
7,44,45
7,699,27
7,16,48
7,129,10
7,108,40
7,958,12
7,87,11
7,647,9
7,825,7
7,484,48
7,281,42
7,592,41
7,474,44
7,0,30
7,427,5
7,881,11
7,196,19
7,623,2
7,303,47
7,433,7
7,337,1
7,697,18
7,435,3
7,821,14
7,730,40
7,752,20
7,525,20
7,540,22
7,453,4
7,798,30
7,608,7
7,407,23
7,132,26
7,331,30
7,312,23
7,321,46
7,21,18
7,518,37
7,756,7
8,26,15
8,288,44
8,938,26
8,79,23
8,440,2
8,767,23
8,929,45
8,864,25
8,228,37
8,564,8
8,918,30
8,402,18
8,487,32
8,259,24
8,448,9
8,576,44
8,958,13
8,868,20
8,804,8
8,554,39
8,683,13
8,888,14
8,166,46
8,604,27
8,920,33
8,156,32
8,178,14
8,987,18
8,653,48
8,867,42
8,908,12
8,419,47
8,53,34
8,921,5
9,618,49
9,859,35
9,943,48
9,75,46
10,507,43
10,910,12
10,597,10
10,625,10
10,812,25
10,15,3
10,793,30
10,329,18
10,516,24
10,419,25
10,694,46
10,13,37
10,836,21
10,238,7
10,102,27
10,552,16
10,686,25
10,650,11
10,541,11
10,939,26
10,135,44
10,225,11
10,159,15
10,554,46
10,564,14
10,440,12
10,773,38
10,262,37
10,396,38
10,966,31
10,222,46
11,562,44
11,347,31
11,577,40
11,90,4
11,17,18
11,756,14
11,400,2
11,437,2
11,273,3
11,67,12
11,376,7
11,634,18
11,417,37
11,520,21
11,727,28
11,976,17
11,922,26
11,616,18
11,176,19
11,346,28
11,980,5
11,547,5
11,255,3
11,263,16
11,269,31
11,183,21
11,38,36
11,51,36
11,406,4
11,986,16
11,7,15
11,966,17
11,671,13
11,466,23
11,303,11
11,102,22
11,471,16
12,505,19
12,910,16
12,912,42
12,390,33
12,750,20
12,196,5
12,284,18
12,315,7
12,101,41
12,519,10
12,952,47
12,990,34
12,228,3
12,945,3
12,295,14
12,936,7
12,672,24
12,342,45
12,831,13
12,375,12
12,347,22
12,828,48
12,850,26
12,273,38
12,591,38
12,529,2
12,435,47
12,624,46
12,59,37
12,311,42
12,277,22
12,199,1
12,302,25
12,720,29
12,660,24
12,440,26
12,26,45
12,235,5
12,638,44
12,643,27
12,32,33
12,267,43
12,582,20
12,94,4
12,983,33
12,585,25
12,385,26
12,776,8
12,738,34
13,807,38
13,723,29
13,290,24
13,383,14
13,872,44
13,464,13
13,27,32
13,377,45
13,652,39
13,190,35
13,177,37
13,239,18
13,133,16
13,686,49
13,968,13
13,654,7
13,276,4
13,474,42
13,101,42
13,81,25
13,658,41
13,956,4
13,939,15
13,139,31
13,80,45
13,382,11
13,544,23
13,11,18
13,788,1
13,897,20
13,663,39
13,233,12
13,156,9
13,395,4
13,945,7
13,552,23
13,937,43
13,737,23
13,791,18
13,100,19
13,923,49
13,437,10
13,537,26
13,158,8
13,610,38
13,83,5
13,993,22
13,661,26
13,979,31
14,771,34
14,937,43
14,49,1
14,844,19
14,436,31
14,97,46
14,39,12
14,515,41
14,174,32
14,604,47
14,374,10
14,624,40
14,813,47
14,792,6
14,695,36
14,668,17
14,479,15
14,848,22
14,832,16
14,486,6
14,693,47
14,647,8
14,911,12
14,572,5
14,188,6
14,524,8
14,296,19
14,685,27
14,380,6
14,529,47
14,636,3
14,588,20
14,171,25
14,517,38
14,447,9
14,882,19
14,164,32
14,395,34
14,883,9
14,302,48
14,383,9
14,472,29
14,670,22
14,578,29
14,781,34
15,782,39
15,78,33
15,104,35
15,230,11
15,930,23
15,147,15
15,4,19
15,283,2
15,407,22
15,196,41
15,976,41
15,599,11
15,651,41
15,75,21
15,737,22
15,843,33
15,845,40
15,170,2
15,532,18
15,347,24
15,583,27
15,760,25
15,773,19
15,890,10
15,124,32
15,722,42
15,420,25
15,73,33
15,715,10
15,42,21
15,385,18
15,182,17
15,409,31
16,237,37
16,18,39
16,352,39
16,931,39
16,915,39
16,228,42
16,935,12
16,556,45
16,999,38
16,172,41
