0,69,6
0,137,3
0,155,3
0,189,1
0,264,2
0,288,7
0,292,5
0,420,5
0,483,8
0,496,5
0,500,6
0,532,3
0,743,8
0,750,7
0,784,2
0,818,9
0,847,3
0,888,8
0,923,4
0,997,7
1,24,9
1,25,7
1,69,9
1,77,6
1,105,4
1,144,5
1,155,7
1,173,7
1,175,6
1,179,4
1,187,6
1,221,9
1,249,6
1,259,2
1,267,1
1,306,6
1,329,6
1,353,6
1,418,7
1,425,3
1,457,1
1,459,5
1,553,7
1,563,2
1,587,6
1,657,2
1,699,5
1,701,3
1,711,9
1,732,9
1,746,8
1,769,6
1,799,2
1,914,6
1,981,6
2,172,2
2,193,2
2,221,1
2,232,4
2,252,1
2,257,6
2,305,7
2,317,8
2,339,2
2,459,4
2,467,5
2,501,4
2,547,9
2,560,3
2,604,9
2,656,1
2,659,1
2,665,9
2,680,1
2,723,9
2,732,1
2,797,5
2,809,5
2,893,2
2,900,4
2,927,6
2,933,5
2,943,8
2,963,1
3,25,7
3,43,9
3,100,9
3,102,9
3,111,5
3,137,5
3,146,7
3,170,6
3,191,6
3,211,5
3,280,4
3,337,2
3,363,9
3,392,6
3,435,1
3,512,5
3,530,7
3,532,3
3,536,8
3,612,2
3,623,2
3,658,7
3,741,8
3,751,4
3,753,4
3,775,7
3,785,9
3,822,4
4,35,3
4,73,8
4,196,9
4,223,5
4,225,6
4,247,2
4,256,3
4,326,1
4,349,3
4,517,5
4,582,6
4,656,8
4,669,5
4,723,8
4,746,7
4,827,1
4,842,9
4,853,2
4,908,2
4,912,6
4,977,2
4,999,2
5,19,8
5,49,7
5,64,1
5,138,6
5,144,7
5,159,2
5,387,9
5,526,3
5,579,5
5,599,5
5,627,4
5,672,4
5,751,9
5,757,7
5,778,3
5,809,9
5,858,2
5,861,7
5,889,1
5,890,6
5,894,5
5,897,6
5,913,4
5,984,4
6,34,1
6,55,7
6,97,1
6,169,6
6,255,5
6,337,8
6,420,7
6,457,9
6,471,3
6,540,3
6,617,3
6,693,2
6,699,6
6,745,6
6,806,6
6,816,9
6,898,9
6,930,6
6,936,2
6,964,6
6,968,7
7,12,4
7,20,5
7,32,6
7,34,4
7,99,2
7,103,6
7,106,8
7,125,6
7,136,7
7,140,9
7,164,5
7,168,9
7,183,3
7,208,6
7,323,2
7,344,7
7,430,4
7,463,6
7,491,5
7,511,3
7,534,8
7,536,5
7,552,3
7,576,7
7,639,7
7,659,5
7,667,7
7,728,6
7,752,9
7,771,6
7,780,6
7,795,9
7,824,8
7,853,8
7,884,3
7,901,6
7,909,4
7,982,6
8,43,6
8,47,1
8,57,7
8,80,8
8,101,4
8,104,3
8,190,7
8,199,5
8,234,4
8,274,9
8,280,9
8,303,9
8,309,6
8,353,5
8,382,1
8,443,4
8,533,3
8,550,8
8,563,9
8,567,2
8,633,9
8,729,4
8,730,7
8,732,9
8,762,3
8,779,8
8,826,1
9,35,6
9,72,2
9,101,7
9,110,1
9,142,1
9,146,9
9,149,6
9,163,7
9,174,5
9,182,4
9,192,8
9,194,7
9,196,2
9,284,2
9,294,5
9,324,4
9,382,2
9,412,5
9,445,1
9,467,1
9,485,1
9,523,3
9,655,1
9,666,5
9,677,9
9,702,7
9,713,1
9,724,9
9,737,1
9,743,1
9,753,5
9,847,1
9,882,3
9,911,4
9,978,3
9,993,8
10,39,7
10,145,8
10,177,2
10,313,5
10,355,9
10,365,8
10,495,6
10,607,8
10,621,9
10,625,5
10,641,5
10,650,7
10,728,1
10,768,5
10,826,3
10,828,6
10,860,6
10,872,2
10,878,6
10,903,4
10,910,6
10,993,5
11,23,6
11,25,1
11,31,4
11,52,3
11,71,7
11,151,6
11,156,5
11,173,8
11,183,6
11,204,2
11,214,9
11,347,5
11,348,8
11,397,3
11,404,9
11,436,9
11,447,5
11,594,8
11,628,2
11,764,2
11,785,8
11,818,9
11,841,2
11,864,1
11,928,4
11,972,4
12,7,4
12,69,6
12,82,2
12,94,4
12,97,2
12,156,1
12,181,1
12,337,9
12,351,4
12,374,8
12,384,5
12,385,3
12,387,5
12,417,7
12,420,9
12,452,4
12,473,6
12,500,2
12,741,6
12,742,9
12,758,9
12,791,9
12,800,6
12,840,5
12,870,7
12,907,9
12,955,5
13,53,7
13,59,6
13,63,9
13,116,5
13,118,1
13,189,7
13,192,4
13,216,4
13,220,6
13,248,2
13,294,1
13,295,5
13,326,2
13,407,9
13,451,2
13,470,5
13,498,8
13,505,8
13,579,5
13,589,8
13,647,3
13,689,2
13,730,7
13,744,1
13,772,9
13,774,3
13,820,5
13,824,5
13,878,4
13,881,3
13,882,4
13,900,9
13,902,9
13,917,6
13,923,4
13,938,9
13,975,9
13,981,6
13,983,3
14,56,7
14,148,6
14,192,3
14,200,6
14,264,3
14,269,5
14,279,7
14,321,8
14,323,5
14,331,7
14,337,5
14,369,1
14,378,5
14,407,5
14,423,9
14,462,6
14,470,2
14,492,5
14,533,4
14,556,6
14,559,7
14,755,7
14,776,7
14,791,1
14,834,4
14,838,8
14,841,7
14,842,8
14,903,3
14,937,8
14,939,4
14,991,2
15,41,6
15,132,1
15,136,2
15,155,9
15,233,5
15,239,5
15,257,3
15,328,8
15,372,4
15,411,1
15,452,4
15,529,7
15,530,2
15,531,5
15,563,3
15,610,1
15,635,6
15,661,9
15,701,7
15,793,1
15,811,8
15,839,7
15,902,3
15,920,2
16,32,6
16,120,5
16,276,9
16,352,4
16,369,1
16,441,8
16,487,4
16,565,7
16,579,6
16,582,1
16,598,1
16,611,2
16,616,6
16,622,3
16,701,6
16,717,8
16,756,2
16,765,3
16,767,9
16,796,4
16,831,6
16,843,4
16,884,6
16,967,4
16,972,4
16,974,1
16,984,5
17,34,1
17,94,1
17,143,8
17,240,8
17,260,8
17,263,5
17,277,6
17,279,9
17,327,3
17,334,2
17,337,9
17,403,3
17,429,8
17,450,4
17,454,8
17,491,2
17,499,3
17,548,2
17,552,2
17,584,4
17,613,9
17,628,3
17,694,1
17,737,6
17,821,2
17,854,2
17,876,7
17,913,6
17,929,5
17,936,8
18,37,7
18,38,8
18,78,7
18,119,2
18,147,9
18,183,9
18,217,5
18,307,3
18,321,7
18,352,6
18,415,4
18,437,2
18,526,9
18,557,1
18,647,3
18,676,4
18,686,9
18,695,6
18,723,6
18,802,8
18,823,6
18,837,6
18,878,4
18,900,8
18,915,2
19,5,8
19,46,8
19,125,6
19,162,6
19,205,9
19,224,5
19,287,3
19,290,5
19,330,3
19,391,8
19,394,3
19,403,5
19,492,6
19,558,2
19,580,8
19,639,5
19,644,2
19,650,8
19,656,4
19,788,9
19,817,3
19,822,5
19,835,6
