0,4811,1
0,3966,7
0,2,8
0,6297,1
0,2883,7
0,7336,9
0,4041,4
1,5493,3
1,2558,9
1,8497,5
1,8278,8
1,9954,5
1,3428,4
1,5748,2
1,4611,5
1,8793,6
1,6214,6
1,5616,9
1,468,3
1,1620,5
1,9166,8
1,2154,3
1,4046,1
1,7333,8
1,7805,3
1,1434,1
1,3997,7
1,8426,3
1,5326,4
2,5243,9
2,5310,2
2,3715,4
2,5510,3
2,5103,8
2,9122,5
2,7457,9
2,8899,9
2,9693,7
2,6222,8
2,6441,1
2,4904,8
2,5203,6
2,7410,2
2,312,6
3,8467,2
3,7368,6
3,3448,8
3,9481,5
3,6511,6
3,4428,9
3,3483,3
3,4628,5
3,8769,2
3,2703,1
3,1184,7
3,2027,7
3,6091,9
3,8970,8
3,6284,4
3,6261,9
3,6866,3
3,6335,4
3,6263,2
3,3142,7
3,2893,6
3,5916,4
3,1967,8
3,7610,9
3,494,3
3,1861,8
3,3412,3
3,9564,2
3,7394,1
3,2928,4
3,3234,2
3,4889,7
3,8296,3
3,8661,4
4,6343,6
4,7901,1
4,7663,4
4,5806,7
4,3772,8
4,8101,1
4,839,9
4,2965,8
4,1374,9
4,6908,2
4,1767,4
4,658,9
4,3743,9
4,2484,3
4,4579,6
4,8399,2
5,2036,3
5,7215,8
5,6504,3
5,2866,2
5,5738,8
5,2119,3
5,3397,4
5,4593,3
5,5020,4
5,5206,8
5,3592,5
5,6085,2
5,213,6
5,9296,9
5,2588,9
5,3865,8
5,2943,9
5,22,4
5,3683,8
5,2878,9
5,7524,5
5,4012,5
5,5939,6
5,5233,1
5,9932,1
5,6589,5
5,7179,2
5,5987,2
5,6333,2
5,7167,8
5,6195,1
5,785,3
5,6064,6
5,5314,8
5,5577,6
5,4412,6
5,9677,6
5,4440,5
5,2012,3
5,6254,5
6,9774,9
6,7107,2
6,458,8
6,8683,8
6,332,1
6,5084,5
6,3908,3
6,9428,2
6,5201,9
6,9676,2
6,5606,6
6,3625,4
6,3437,1
6,4117,5
6,8470,5
6,2762,6
6,5802,7
6,6147,7
6,657,3
6,1535,8
6,8740,9
6,5024,2
6,3209,7
6,9472,9
6,9013,1
6,4724,6
6,4314,2
6,9373,4
6,7983,1
6,8103,3
6,286,2
6,7101,2
6,9225,4
6,6566,7
6,2787,9
6,7235,1
6,6627,3
6,4892,2
6,912,4
7,4599,8
7,2310,4
7,9441,5
7,2557,6
7,4629,3
7,6228,9
7,7176,4
7,2171,9
7,1349,2
7,8008,1
7,7397,8
7,3775,3
7,9407,4
7,9242,6
7,732,3
7,5850,6
7,845,6
7,768,7
7,7300,1
8,9598,5
8,6743,2
8,4869,3
8,253,7
8,9449,5
8,9724,4
8,1842,6
8,1498,1
8,2596,8
8,4459,9
8,5688,3
8,3332,1
8,5301,9
8,5435,7
8,7753,6
8,8825,6
8,1951,5
8,8411,9
8,9880,1
8,1551,1
8,3617,3
8,1307,6
8,6398,9
8,3466,5
8,5448,2
8,7843,1
9,4818,4
9,626,3
9,7874,7
9,2082,1
9,1558,4
9,54,4
9,7030,1
9,3831,6
9,7844,1
9,7445,5
9,1610,6
9,7510,9
9,5697,8
9,1672,3
9,4357,4
9,1173,1
10,841,4
10,5331,8
10,1820,7
10,5714,8
10,5271,6
10,6941,1
10,1693,8
10,7237,4
10,150,9
10,8574,6
10,2556,4
10,967,2
10,4421,1
10,5446,7
10,9508,4
10,8862,1
10,4621,7
10,585,1
10,8190,4
10,4016,1
10,8241,6
10,2766,5
10,3382,9
10,539,6
10,6391,1
10,1078,1
10,8140,1
10,4145,6
10,8285,1
10,6717,9
10,4859,2
10,7470,5
10,6706,8
10,3107,8
10,980,7
10,896,7
10,638,1
10,4789,8
10,3655,2
10,3247,4
10,2289,7
10,941,6
10,6157,6
10,4989,3
10,8038,1
10,7677,9
11,4248,3
11,762,1
11,6249,7
11,7754,5
11,2986,8
11,8493,4
11,5794,6
11,4689,8
11,7589,8
11,428,5
11,3041,2
11,7029,2
11,2539,7
11,7423,3
11,5077,2
11,3588,9
11,5656,1
11,2731,6
11,4101,5
11,5188,6
11,7189,3
12,7586,2
12,9911,1
13,9595,6
13,7557,9
13,6163,9
13,1656,3
13,7913,7
13,5308,8
13,4536,5
13,7283,3
13,3754,3
13,1285,5
13,4391,7
13,7252,5
13,5768,3
13,8695,5
13,9804,2
13,1891,4
13,6636,1
13,51,4
13,4585,4
13,5686,6
13,7217,4
13,3457,2
13,2266,9
14,7943,2
14,3930,4
14,3638,7
14,5894,1
14,3690,4
14,4232,6
14,7672,6
14,2205,2
14,2120,6
14,9417,4
14,9623,2
14,1197,2
14,6488,6
14,7061,7
14,4656,6
14,6493,9
14,1114,2
14,2142,6
14,3983,4
14,8676,5
14,1614,7
14,3239,9
14,2902,8
14,9184,4
14,4046,7
15,7668,7
15,3225,1
15,2563,8
15,8694,7
15,2877,2
15,3676,6
15,8097,3
