0,67,4
1,650,2
1,730,3
2,310,2
2,321,1
3,249,4
3,562,3
5,246,2
6,466,1
6,14,4
7,790,4
7,207,1
8,422,2
9,952,2
9,34,2
10,286,1
10,561,2
12,15,2
12,429,1
14,129,2
18,509,3
28,987,3
28,808,3
30,494,1
30,939,4
31,537,2
32,950,2
33,516,3
33,573,3
34,247,3
34,654,1
36,53,2
38,665,3
39,140,4
42,276,4
43,506,4
43,760,2
44,965,2
44,726,2
47,218,3
47,930,1
48,986,2
49,723,2
49,507,2
50,432,1
51,216,2
51,42,4
53,658,2
53,335,1
54,897,1
54,274,4
57,797,4
57,140,2
60,297,2
61,90,1
64,626,1
64,259,3
66,992,2
66,398,1
67,82,1
68,165,4
70,746,4
70,456,4
73,448,1
73,571,3
74,212,4
77,137,2
78,902,1
79,275,2
79,308,3
81,651,1
81,114,2
82,714,3
82,423,2
84,257,1
85,615,4
86,733,2
86,179,2
87,512,4
89,196,3
91,211,1
92,999,2
93,311,2
94,96,3
95,151,1
95,114,3
96,564,1
96,331,1
99,900,4
99,218,2
101,359,4
101,293,3
103,51,3
104,516,2
104,936,2
105,694,1
106,432,4
106,869,1
107,330,4
109,791,3
110,13,2
110,878,1
113,844,1
113,477,3
114,804,3
114,47,4
115,766,4
116,481,2
117,437,1
118,242,4
118,532,2
119,436,2
122,984,2
122,41,4
124,180,3
126,97,2
126,946,2
127,386,3
129,557,2
132,59,1
133,452,1
134,303,2
134,430,3
136,696,1
136,211,4
137,166,2
138,996,3
138,195,3
142,32,4
142,16,4
144,266,3
144,379,3
146,326,2
146,233,4
147,283,4
148,810,1
148,684,1
149,423,4
149,379,1
150,651,1
151,530,1
152,291,3
154,855,4
154,73,2
156,802,1
156,116,1
157,293,3
158,662,3
160,135,2
161,483,4
161,385,1
162,887,4
163,547,3
164,522,2
164,328,3
165,456,2
171,765,3
172,954,2
173,117,2
174,264,4
175,812,2
177,429,3
177,340,1
179,270,2
179,224,1
185,191,2
185,951,3
188,727,2
190,285,4
190,186,2
191,555,3
191,612,2
192,679,3
193,422,2
193,282,4
195,250,1
195,667,2
197,630,1
197,318,4
199,430,2
201,582,1
204,528,2
204,444,3
205,866,1
205,978,1
206,230,4
207,944,1
207,514,3
208,86,1
208,442,3
209,354,3
209,181,3
210,775,1
211,164,3
211,930,2
212,949,1
213,803,4
213,822,4
214,519,2
215,610,3
220,195,4
221,905,1
221,903,3
224,63,3
224,443,2
226,930,3
226,647,1
227,254,2
227,708,4
228,878,4
229,757,4
229,228,3
231,697,1
231,638,3
233,729,3
235,238,4
235,296,3
236,921,1
236,445,4
237,937,2
237,918,2
238,203,3
238,917,2
239,667,3
239,313,2
240,359,1
240,471,3
241,735,4
242,336,1
242,96,1
246,304,2
246,899,3
250,324,3
250,444,3
251,9,4
251,255,1
252,290,3
254,2,1
255,996,2
255,763,2
256,132,1
256,455,4
257,980,4
257,781,2
258,377,4
258,843,3
260,539,4
261,266,3
261,222,3
262,566,2
262,934,2
264,92,4
264,776,2
265,61,4
265,84,2
269,466,2
269,690,3
271,80,4
271,555,1
272,161,2
272,814,4
274,840,3
274,686,2
276,457,4
277,401,4
278,494,2
279,60,1
280,612,1
280,363,4
281,995,1
281,597,4
282,802,3
282,704,4
284,48,4
284,544,1
285,662,2
285,68,1
286,505,1
286,984,3
289,76,3
290,822,3
290,319,3
291,979,1
291,802,3
292,12,1
292,418,3
293,536,3
293,603,2
294,304,4
299,104,2
300,767,1
302,972,2
303,918,3
304,519,2
304,793,4
305,290,3
306,827,4
307,250,1
307,376,1
308,82,4
308,554,3
309,977,3
310,863,1
310,530,4
311,15,4
312,183,3
312,112,4
313,77,3
313,7,2
314,155,4
317,932,2
321,365,2
322,552,3
322,380,3
323,513,1
323,922,3
324,810,4
325,642,3
325,241,4
326,731,2
326,549,1
327,360,4
327,77,1
328,240,3
330,657,3
330,972,3
332,761,2
